date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ 
Hôm nay,/files/properties/2020/8/17/thumbnails/06757408-3437-ban-nha-trong-hem-quan-hoang-mai-gia-re.jpg,4m,5 lầu,5 phòng ngủ,NULL, 45 m vuông," 3,5x12m", _, 4 tỷ ,"Phố Giáp Nhị, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/8/17/thumbnails/06757570-4811-ban-nha-trong-hem-ha-noi.jpg,5m,5 lầu,5 phòng ngủ,NULL, 45 m vuông, 4x11m, _, 5 tỷ ,"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825745-4806-ban-nha-trong-hem-quan-ha-dong-chinh-chu.jpg,4m,3 lầu,3 phòng ngủ,NULL, 40 m vuông," 3,5x14m", _, 3 tỷ ,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825414-2645-ban-nha-trong-hem-quan-ha-dong-gia-re.jpg,6m,3 lầu,3 phòng ngủ,NULL, 55 m vuông, 4x13m, _, 5 tỷ ,"Phố Văn Quán, Phường Văn Quán, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825041-0325-ban-nha-mat-tien-quan-cau-giay.jpg,4m,4 lầu,4 phòng ngủ,NULL, 45 m vuông," 3,5x13m", _, 6 tỷ ,"Phố Trần Bình, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825109-0744-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,4m,4 lầu,4 phòng ngủ,NULL, 40 m vuông," 3,5x12m", _, 6 tỷ ,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06825964-0353-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,4 lầu,4 phòng ngủ,NULL, 50 m vuông," 3,5x14m", _," 3,9 tỷ ","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06826064-1207-ban-nha-trong-hem-quan-ha-dong.jpg,4m,4 lầu,4 phòng ngủ,NULL, 45 m vuông, 4x11m, _," 4,8 tỷ ","Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06806973-3554-ban-nha-trong-hem-ha-noi.jpg,3m,5 lầu,5 phòng ngủ,NULL, 50 m vuông," 4,2x13m", _," 6,2 tỷ ","Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06807057-4327-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,NULL, 50 m vuông, 5x10m, _, 10 tỷ ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06807177-5526-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,NULL, 40 m vuông, 5x8m, _," 7,95 tỷ ","Phố Phan Văn Trường, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/0ban-gap-nha-nguyen-khanh-toan-cau-giay-80m-7t-mt5-gia-17-ty-kinh-doanh-dinh.jpg,6m,6 lầu,6 phòng ngủ,NULL, 80 m vuông, 5x15m, _, 17 tỷ ,"Đường Nguyễn Khánh Toàn, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06807526-3516-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,3 lầu,3 phòng ngủ,NULL, 35 m vuông," 3,5x10m", _, 4 tỷ ,"Phố Nguyễn Lương Bằng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06807596-4456-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,4 lầu,4 phòng ngủ,NULL, 65 m vuông," 3,5x18m", _," 4,5 tỷ ","Phố Trần Quốc Vượng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06807805-1124-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,3m,4 lầu,4 phòng ngủ,NULL, 71 m vuông," 4x17,5m", _," 5,4 tỷ ","Đường Yên Hòa, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/8/25/thumbnails/06807882-2027-ban-nha-mat-tien-quan-dong-da-chinh-chu.jpg,9m,5 lầu,5 phòng ngủ,NULL, 30 m vuông, 3x10m, _, 7 tỷ ,"Phố Hoàng Cầu, Phường Cát Linh, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/8/28/thumbnails/06827109-4930-ban-nha-trong-hem-quan-dong-da-gia-re.jpg,3m,5 lầu,5 phòng ngủ,NULL, 40 m vuông, 5x8m, _," 3,6 tỷ ","Đường Nguyễn Chí Thanh, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06858225-4346-ban-nha-mat-tien-quan-ha-dong-chinh-chu.jpg,6m,6 lầu,6 phòng ngủ,NULL, 45 m vuông," 4x11,5m", _, 8 tỷ ,"Đường Lê Lợi, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06858455-2458-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,5 lầu,4 phòng ngủ,NULL, 40 m vuông," 3,5x1111m", _," 2,9 tỷ ","Đường Đào Tấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/3/thumbnails/06858541-4913-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,5m,5 lầu,5 phòng ngủ,NULL, 60 m vuông," 4,5x13m", _," 6,9 tỷ ","Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/4/thumbnails/06860764-0930-ban-nha-mat-tien-quan-cau-giay.jpg,6m,4 lầu,5 phòng ngủ,NULL, 81 m vuông," 5,5x14,5m", _, 15 tỷ ,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/4/thumbnails/06863334-5910-ban-nha-mat-tien-quan-ha-dong-chinh-chu.jpg,6m,5 lầu,5 phòng ngủ,NULL, 51 m vuông, 4x12m, _, 9 tỷ ,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/4/thumbnails/06863147-4059-ban-nha-trong-hem-ha-noi.jpg,6m,6 lầu,6 phòng ngủ,NULL, 60 m vuông," 4,5x13m", _, 11 tỷ ,"Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/4/thumbnails/0chinh-chu-ban-nha-mat-pho-phan-dinh-giot-ha-dong-57m-5t-mt5m-gia-6-5-ty-lo-goc-.jpg,5m,5 lầu,5 phòng ngủ,NULL, 57 m vuông, 5x12m, _," 6,5 tỷ ","Phố Phan Đình Giót, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/4/thumbnails/06861181-3718-ban-nha-trong-hem-ha-noi.jpg,3m,5 lầu,5 phòng ngủ,NULL, 45 m vuông," 4x11,5m", _," 4,5 tỷ ","Đường Nguyễn Văn Huyên, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/5/thumbnails/0ban-nha-nguyen-ngoc-nai-thanh-xuan-55m-5t-mt-4-5-gia-6-ty-o-to-do-cua-kinh-doanh-.jpg,6m,5 lầu,5 phòng ngủ,NULL, 55 m vuông," 4,5x14,5m", _, 6 tỷ ,"Phố Nguyễn Ngọc Nại, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/5/thumbnails/06870228-5911-ban-nha-trong-hem-quan-thanh-xuan.jpg,3m,5 lầu,4 phòng ngủ,NULL, 40 m vuông," 3,5x11m", _," 3,8 tỷ ","Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893259-3710-ban-nha-trong-hem-ha-noi.jpg,3m,4 lầu,4 phòng ngủ,NULL, 40 m vuông, 5x8m, _, 4 tỷ ,"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893309-4344-ban-nha-mat-tien-quan-nam-tu-liem-gia-re.jpg,6m,5 lầu,5 phòng ngủ,NULL, 40 m vuông, 5x8m, _, 5 tỷ ,"Đường Hoàng Công Chất, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893137-0927-ban-nha-mat-tien-quan-dong-da-gia-re.jpg,6m,6 lầu,6 phòng ngủ,NULL, 106 m vuông, 6x17m, _, 27 tỷ ,"Phố Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893156-1349-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,6m,5 lầu,5 phòng ngủ,NULL, 70 m vuông, 5x14m, _, 13 tỷ ,"Phố Trung Kính, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893169-1815-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,8m,5 lầu,5 phòng ngủ,NULL, 70 m vuông, 5x14m, _, 21 tỷ ,"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893195-2440-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,4 lầu,4 phòng ngủ,NULL, 50 m vuông, 4x13m, _," 3,9 tỷ ","Đường Trần Phú, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06893218-3032-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,2m,4 lầu,3 phòng ngủ,NULL, 30 m vuông," 3,6x8,3m", _, 2 tỷ ,"Đường Định Công, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06896195-0532-ban-nha-mat-tien-quan-thanh-xuan-chinh-chu.jpg,6m,7 lầu,21 phòng ngủ,NULL, 150 m vuông, 6x25m, _, 25 tỷ ,"Phố Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06896202-0929-ban-nha-trong-hem-quan-tay-ho-gia-re.jpg,3m,5 lầu,5 phòng ngủ,NULL, 55 m vuông," 4,2x13m", _, 5 tỷ ,"Đường An Dương Vương, Phường Yên Phụ, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/9/9/thumbnails/06896211-1345-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,5m,5 lầu,5 phòng ngủ,NULL, 50 m vuông," 4,5x11m", _, 9 tỷ ,"Đường Nguyễn Khánh Toàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06903884-5244-ban-nha-mat-tien-ha-noi-gia-re.jpg,9m,4 lầu,4 phòng ngủ,NULL, 180 m vuông, 5x36m, _, 43 tỷ ,"Phố Hoàng Cầu, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06903889-5459-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,5 lầu,6 phòng ngủ,NULL, 50 m vuông," 4x12,5m", _," 5,7 tỷ ","Phố Thái Thịnh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/0can-ban-nha-lac-long-quan-tay-ho-6-tang-thang-may-85m-gia-14-ty-cho-thue-3000-thang.jpg,6m,6 lầu,10 phòng ngủ,NULL, 85 m vuông, 6x14m, _, 14 tỷ ,"Đường Lạc Long Quân, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/9/10/thumbnails/06903910-0525-ban-nha-trong-hem-ha-noi.jpg,6m,5 lầu,6 phòng ngủ,NULL, 50 m vuông, 5x10m, _, 7 tỷ ,"Phố Chùa Bộc, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/06911217-5823-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,5m,6 lầu,4 phòng ngủ,NULL, 60 m vuông, 6x10m, _, 11 tỷ ,"Đường Vũ Trọng Phụng, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/06911227-0139-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,6 lầu,5 phòng ngủ,NULL, 60 m vuông, 6x10m, _, 11 tỷ ,"Đường Nguyễn Trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/06911243-0812-ban-nha-trong-hem-ha-noi-chinh-chu.jpg,3m,4 lầu,3 phòng ngủ,NULL, 35 m vuông," 3,5x10m", _," 2,6 tỷ ","Phố Giáp Nhị, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/06911298-2244-ban-nha-trong-hem-quan-dong-da.jpg,6m,3 lầu,3 phòng ngủ,NULL, 81 m vuông," 6x13,5m", _, 12 tỷ ,"Phố Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/11/thumbnails/06911723-3829-ban-nha-trong-hem-quan-dong-da-gia-re.jpg,6m,5 lầu,5 phòng ngủ,NULL, 50 m vuông," 6,3x8m", _, 8 tỷ ,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/17/thumbnails/06947467-0335-ban-nha-mat-tien-quan-ha-dong.jpg,13m,1 lầu,1 phòng ngủ,NULL, 50 m vuông, 5x10m, _, 4 tỷ ,"Đường Văn Phú, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/12/thumbnails/06917172-2412-ban-nha-mat-tien-quan-ha-dong-gia-re.jpg,6m,4 lầu,4 phòng ngủ,NULL, 106 m vuông, 7x15m, _, 14 tỷ ,"Đường Đinh Tiên Hoàng, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/12/thumbnails/0ban-nha-ton-duc-thang-dong-da-35m-6t-gia-5-ty-lo-goc-kinh-doanh-sam-uat.jpg,4m,6 lầu,4 phòng ngủ,NULL, 35 m vuông," 4x8,7m", _, 5 tỷ ,"Phố Tôn Đức Thắng, Phường Quốc Tử Giám, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/12/thumbnails/06917382-0120-ban-nha-mat-tien-quan-ha-dong.jpg,6m,6 lầu,5 phòng ngủ,NULL, 50 m vuông, 5x10m, _, 10 tỷ ,"Đường Nguyễn Viết Xuân, Phường Quang Trung, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06938037-5523-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,4 lầu,6 phòng ngủ,NULL, 65 m vuông, 4x16m, _, 10 tỷ ,"Phố Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06938180-0853-ban-nha-mat-tien-ha-noi.jpg,6m,10 lầu,10 phòng ngủ,NULL, 175 m vuông, 6x29m, _, 39 tỷ ,"Đường Nguyễn Xiển, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06938396-2858-ban-nha-mat-tien-hoan-kiem-gia-re.jpg,6m,4 lầu,4 phòng ngủ,NULL, 122 m vuông, 5x24m, _, 55 tỷ ,"Phố Hàng Cót, Phường Hàng Mã, Quận Hoàn Kiếm, Hà Nội"
Hôm nay,/files/properties/2020/9/16/thumbnails/06938551-4451-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,6m,10 lầu,91 phòng ngủ,NULL, 240 m vuông, 12x20m, _, 43 tỷ ,"Đường Tân Triều, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06978669-0011-ban-nha-mat-tien-quan-hai-ba-trung-gia-re.jpg,6m,6 lầu,5 phòng ngủ,NULL, 45 m vuông, 5x9m, _, 21 tỷ ,"Phố Tô Hiến Thành, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06978811-1336-ban-nha-trong-hem-quan-thanh-xuan-chinh-chu.jpg,4m,5 lầu,8 phòng ngủ,NULL, 75 m vuông, 5x14m, _, 6 tỷ ,"Đường Nguyễn Trãi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06978447-4222-ban-nha-trong-hem-ha-noi.jpg,5m,3 lầu,4 phòng ngủ,NULL, 200 m vuông, 6x33m, _, 19 tỷ ,"Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06979869-1527-ban-nha-trong-hem-ha-noi.jpg,6m,7 lầu,6 phòng ngủ,NULL, 62 m vuông," 4,5x13,7m", _, 14 tỷ ,"Đường Nguyễn Ngọc Vũ, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06979267-0157-ban-nha-trong-hem-quan-hai-ba-trung.jpg,3m,4 lầu,4 phòng ngủ,NULL, 50 m vuông, 4x12m, _, 4 tỷ ,"Phố Nguyễn Cao, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06978894-2147-ban-nha-mat-tien-quan-thanh-xuan-gia-re.jpg,5m,4 lầu,4 phòng ngủ,NULL, 45 m vuông, 4x11m, _, 7 tỷ ,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06978950-2803-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,5 lầu,5 phòng ngủ,NULL, 30 m vuông," 4,5x6,6m", _, 3 tỷ ,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06979836-0422-ban-nha-mat-tien-ha-noi.jpg,6m,3 lầu,3 phòng ngủ,NULL, 35 m vuông, 5x7m, _," 7,8 tỷ ","Đường Dương Văn Bé, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06979389-1534-ban-nha-mat-tien-quan-dong-da-gia-re.jpg,9m,1 lầu,1 phòng ngủ,NULL, 240 m vuông, 22x11m, _, 64 tỷ ,"Đường Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/22/thumbnails/06974552-2851-ban-nha-trong-hem-quan-thanh-xuan.jpg,4m,5 lầu,5 phòng ngủ,NULL, 40 m vuông, 5x8m, _," 4,3 tỷ ","Phố Vũ Tông Phan, Phường Khương Hạ, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/18/thumbnails/06955587-5406-ban-nha-mat-tien-ha-noi-gia-re.jpg,4m,5 lầu,5 phòng ngủ,NULL, 35 m vuông," 3,5x10m", _, 4 tỷ ,"Phố Khương Hạ, Phường Khương Hạ, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06985216-5733-ban-nha-trong-hem-ha-noi-gia-re.jpg,5m,5 lầu,5 phòng ngủ,NULL, 50 m vuông, 5x10m, _, 10 tỷ ,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06985325-0506-ban-nha-trong-hem-ha-noi.jpg,6m,5 lầu,5 phòng ngủ,NULL, 90 m vuông, 6x15m, _, 15 tỷ ,"Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/06985451-1317-ban-nha-trong-hem-quan-dong-da.jpg,5m,5 lầu,5 phòng ngủ,NULL, 50 m vuông, 4x12m, _, 8 tỷ ,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/23/thumbnails/0ban-dat-tang-nha-le-trong-tan-thanh-xuan-156m-gia-13-ty-lo-goc-kinh-doanh.jpg,4m,3 lầu,3 phòng ngủ,NULL, 156 m vuông, 9x17m, _, 13 tỷ ,"Phố Lê Trọng Tấn, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/24/thumbnails/06993867-1700-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,5 lầu,5 phòng ngủ,NULL, 50 m vuông, 4x12m, _, 5 tỷ ,"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội"
Hôm nay,/files/properties/2020/9/24/thumbnails/06993580-5404-ban-nha-trong-hem-quan-dong-da-chinh-chu.jpg,6m,7 lầu,6 phòng ngủ,NULL, 70 m vuông," 6,2x11m", _, 14 tỷ ,"Phố Pháo Đài Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/25/thumbnails/06997990-3348-ban-nha-trong-hem-ha-noi.jpg,6m,3 lầu,2 phòng ngủ,NULL, 131 m vuông, 5x26m, _, 19 tỷ ,"Đường Trường Chinh, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/25/thumbnails/06998241-5021-ban-nha-trong-hem-quan-ba-dinh-chinh-chu.jpg,3m,3 lầu,4 phòng ngủ,NULL, 35 m vuông, 4x8m, _," 2,8 tỷ ","Phố Giang Văn Minh, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/25/thumbnails/06998650-2054-ban-nha-mat-tien-ha-noi.jpg,6m,7 lầu,7 phòng ngủ,NULL, 50 m vuông, 5x10m, _, 8 tỷ ,"Đường Lê Trọng Tấn, Phường La Khê, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07013498-0354-ban-nha-trong-hem-ha-noi.jpg,13m,5 lầu,4 phòng ngủ,NULL, 50 m vuông," 14x3,5m", _, 7 tỷ ,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07017198-0832-ban-nha-trong-hem-ha-noi-gia-re.jpg,4m,5 lầu,4 phòng ngủ,NULL, 100 m vuông, 5x20m, _, 14 tỷ ,"Phố Thái Hà, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/28/thumbnails/07017057-4725-ban-nha-trong-hem-quan-nam-tu-liem.jpg,5m,5 lầu,5 phòng ngủ,NULL, 50 m vuông, 5x10m, _," 6,9 tỷ ","Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07021879-3423-ban-nha-trong-hem-quan-cau-giay-chinh-chu.jpg,4m,4 lầu,4 phòng ngủ,NULL, 50 m vuông," 11x4,5m", _," 4,3 tỷ ","Phố Hoa Bằng, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/29/thumbnails/07022002-4620-ban-nha-trong-hem-ha-noi-gia-re.jpg,3m,5 lầu,5 phòng ngủ,NULL, 50 m vuông," 5,5x9m", _, 4 tỷ ,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07029651-5349-ban-nha-mat-tien-quan-cau-giay.jpg,9m,3 lầu,4 phòng ngủ,NULL, 35 m vuông," 4,5x9m", _, 10 tỷ ,"Đường Phạm Văn Đồng, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/0can-ban-gap-nha-hao-nam-dong-da-60m-mt8m-gia-11-ty-kinh-doanh-o-to.jpg,5m,4 lầu,3 phòng ngủ,NULL, 60 m vuông," 8x7,5m", _, 11 tỷ ,"Phố Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07030113-4331-ban-nha-trong-hem-quan-dong-da.jpg,4m,5 lầu,5 phòng ngủ,NULL, 80 m vuông," 5,5x14m", _," 8,6 tỷ ","Phố Tây Sơn, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07030282-5713-ban-nha-mat-tien-quan-thanh-xuan-gia-re.jpg,6m,6 lầu,6 phòng ngủ,NULL, 65 m vuông, 5x13m, _, 11 tỷ ,"Đường Nguyễn Văn Trỗi, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07030424-0836-ban-nha-mat-tien-quan-ha-dong.jpg,6m,4 lầu,4 phòng ngủ,NULL, 100 m vuông, 6x16m, _, 22 tỷ ,"Đường Trần Phú, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07030531-1656-ban-nha-trong-hem-quan-dong-da-gia-re.jpg,3m,4 lầu,4 phòng ngủ,NULL, 40 m vuông," 7x5,7m", _," 3,5 tỷ ","Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07031714-5135-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,6m,4 lầu,5 phòng ngủ,NULL, 55 m vuông, 5x10m, _, 22 tỷ ,"Phố Hoàng Cầu, Phường Trung Phụng, Quận Đống Đa, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07031562-3833-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,6m,3 lầu,5 phòng ngủ,NULL, 255 m vuông, 13x20m, _, 29 tỷ ,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07032089-3418-ban-nha-mat-tien-quan-cau-giay-gia-re.jpg,9m,8 lầu,9 phòng ngủ,NULL, 105 m vuông, 8x13m, _, 43 tỷ ,"Phố Trần Quốc Hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
Hôm nay,/files/properties/2020/9/30/thumbnails/07032137-4216-ban-nha-mat-tien-ha-noi-chinh-chu.jpg,6m,2 lầu,2 phòng ngủ,NULL, 250 m vuông, 10x25m, _, 65 tỷ ,"Phố Thái Hà, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
